name,location,mileage,price,Exterior color,interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,Accidents or damage,1-owner vehicle,Personal use only
2022 Nissan Rogue SV,"1601 Ogden Ave. Downers Grove, IL 60515","17,648 mi.","$23,809 $1,188 price drop",Caspian Blue Metallic,Charcoal,All-wheel Drive,28–35,Gasoline,CVT with Xtronic,"VC-Turbo 1.5L I-3 gasoline direct injection, DOHC, CVTCS variabl",None reported,Yes,No
2015 Audi A4 2.0T Premium,"1543 Ogden Ave Downers Grove, IL 60515","177,313 mi.","$9,888 ",White,Black,All-wheel Drive,22–31,E85 Flex Fuel,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,At least 1 accident or damage reported,No,No
2024 Ford Explorer ST,"8100 West 159th Street Orland Park, IL 60462",10 mi.,"$61,990 MSRP $62,525",Agate Black Metallic,Ebony,Four-wheel Drive,–,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,,,
2016 Buick Encore Base,"9604 Indianapolis Blvd Highland, IN 46322","61,870 mi.","$13,126 ",Riverrock Metallic,Ebony,Front-wheel Drive,28–34,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2024 Chevrolet Suburban LS,"9700 Indianapolis Blvd Highland, IN 46322",4 mi.,"$65,015 ",Sterling Gray Metallic,Jet Black,Four-wheel Drive,15–19,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",,,
2024 Honda Passport TrailSport,"9800 Indianapolis Blvd Highland, IN 46322",5 mi.,"$47,360 MSRP $47,360",Radiant Red Metallic II,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,,,
2004 Lexus RX 330,,"146,911 mi.","$8,934 ",,,,,,,,,,
2024 Ford Mustang GT Premium,,"3,025 mi.","$53,500 $600 price drop",Shadow Black,Carmine,Rear-wheel Drive,–,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,,,
2024 Acura MDX Technology Package,"1149 West Golf Road Hoffman Estates, IL 60169",13 mi.,"$59,000 MSRP $59,000",Platinum White Pearl,Ebony,All-wheel Drive,19–25,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",,,
2023 Ford Escape PHEV,"330 E Roosevelt Rd West Chicago, IL 60185",6 mi.,"$42,290 MSRP $39,997",Iconic Silver Metallic,Ebony,Front-wheel Drive,–,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,,,
2010 Mitsubishi Galant FE,,,,,,,,,,,,,
2024 Honda Odyssey EX-L,"1111 N Clark St Chicago, IL 60610",7 mi.,"$38,705 MSRP $42,705",Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,,,
2022 Lucid Air Grand Touring,"4257 W. North Ave. Chicago, IL 60639","17,233 mi.","$75,995 ",Stellar White,–,All-wheel Drive,1-Speed Automatic,Electric,50EA1GBA5NA002307,N21752,None reported,Yes,No
2024 Honda Pilot Elite,"5901 South La Grange Road Countryside, IL 60525",5 mi.,"$52,480 ",Modern Steel Metallic,–,All-wheel Drive,19–25,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,,,
2022 BMW M850 Gran Coupe i xDrive,"9510 Joliet Rd Hodgkins, IL 60525","8,995 mi.","$71,971 $1,000 price drop",Alpine White,Fiona Red,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,None reported,Yes,No
2013 BMW 128 128i Coupe,"13840 South Pulaski Road Crestwood, IL 60445","77,783 mi.","$8,995 ",Pearl White,Black,Rear-wheel Drive,18–28,Gasoline,Automatic,"3L I-6 DOHC, Double VANOS variable valve control, premium unlead",At least 1 accident or damage reported,No,No
1995 Toyota Celica GT,"3128 W 147th St Posen, IL 60469","81,004 mi.","$4,999 ",Black,Black,Front-wheel Drive,0–0,Gasoline,Automatic,2.2L I4,At least 1 accident or damage reported,No,No
2020 Polestar 1 Coupe,"217 E Ogden Ave Downers Grove, IL 60515","17,684 mi.","$90,000 $9,800 price drop",Midnight Metallic,Charcoal,All-wheel Drive,0–0,Gasoline,Automatic with Geartronic,2.0L 4-Cylinder,None reported,No,No
2023 Audi A6 45 Premium,"1866 Ogden Avenue Downers Grove, IL 60515","21,043 mi.","$42,595 $400 price drop",Brilliant Black,Black,All-wheel Drive,24–31,Gasoline,7-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",At least 1 accident or damage reported,Yes,No
2024 Honda CR-V EX,"17220 Torrence Ave Lansing, IL 60438",6 mi.,"$34,860 ",Crystal Black Pearl,Gray,All-wheel Drive,27–32,Gasoline,CVT,1.5L I4 DOHC 16V,,,
2023 BMW M850 Gran Coupe i xDrive,"2150 Ogden Ave Downers Grove, IL 60515","11,494 mi.","$84,888 ",Pure,Black,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,None reported,Yes,No
2017 Volkswagen Tiguan Limited 2.0T S,"8505 W 159th St Tinley Park, IL 60487","81,301 mi.","$12,499 $500 price drop",Deep Black Pearl Effect,Black,Front-wheel Drive,20–24,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported,Yes,Yes
2024 Audi Q7 45 Premium,"2490 Skokie Valley Rd Highland Park, IL 60035",10 mi.,"$65,295 MSRP $65,295",Blue,Black,All-wheel Drive,19–25,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,,,
2024 Audi S5 Premium Plus,"2490 Skokie Valley Rd Highland Park, IL 60035",15 mi.,"$66,170 MSRP $66,170",Black,Magma Red,All-wheel Drive,20–29,Gasoline,Automatic,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,,,
2020 Ferrari 488 Pista Base,"641 Estes Ave Schaumburg, IL 60193","1,723 mi.","$569,895 ",Rosso Scuderia,Nero,Rear-wheel Drive,15–20,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,None reported,No,No
2024 Ford Maverick Lariat,"9809 Indianapolis Blvd Highland, IN 46322",10 mi.,"$40,145 ",Cactus Green / Gray,Desert,All-wheel Drive,22–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Mercedes-Benz Sprinter 3500XD 170 WB High Roof Cargo,"1000 W Golf Road Hoffman Estates, IL 60169",7 mi.,"$71,955 MSRP $71,955",Arctic White,Black,Rear-wheel Drive,–,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,,,
2024 BMW M850 Gran Coupe i xDrive,"407 Skokie Hwy Lake Bluff, IL 60044","3,209 mi.","$102,999 ",Black Sapphire Metallic,Fiona Red,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,None reported,Yes,Yes
2024 Subaru Impreza Base,"2379 Aurora Avenue Naperville, IL 60540",7 mi.,"Not Priced MSRP $25,057",Sapphire Blue Pearl,Black,All-wheel Drive,–,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,,,
2009 Hyundai Genesis 4.6,"4580 N Elston Ave Chicago, IL 60630","117,103 mi.","$8,985 $1,000 price drop",Titanium Gray Metallic,Jet Black,Rear-wheel Drive,17–25,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,At least 1 accident or damage reported,No,No
2025 Honda Pilot EX-L,"6600 N Western Ave Chicago, IL 60645",10 mi.,"$47,150 ",Platinum,Nh-883p/Black,All-wheel Drive,19–25,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/212,,,
2024 Kia Carnival SX Prestige,"7050 W Ogden Ave Berwyn, IL 60402",70 mi.,"$49,815 MSRP $49,815",Ceramic Silver,Gray,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,,,
2024 Audi A5 Sportback S line Premium Plus,"7000 Golf Rd Morton Grove, IL 60053",12 mi.,"$58,840 ",–,–,All-wheel Drive,24–32,Hybrid,Automatic,Intercooled Turbo Gas/Electric I-4 2.0 L/121,,,
2024 Honda HR-V EX-L,"300 W Grand Ave Elmhurst, IL 60126",3 mi.,"$31,550 ",Modern Steel Metallic,Black,All-wheel Drive,25–30,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,,,
2014 Chevrolet Impala Limited LS,"276 Ogden Ave Westmont, IL 60559","74,634 mi.","$12,383 ",Silver Ice Metallic,Ebony,Front-wheel Drive,18–30,E85 Flex Fuel,6-Speed Automatic,3.6L V6 24V GDI DOHC Flexible Fuel,None reported,No,No
2010 Pontiac G6 w/1SB,"3128 W 147th St Posen, IL 60469","146,839 mi.","$4,999 ",Charcoal,Gray,Front-wheel Drive,22–30,E85 Flex Fuel,Automatic,2.4L I4,At least 1 accident or damage reported,No,No
2004 Lexus GS 300,"60 Shore Dr Burr Ridge, IL 60527","125,217 mi.","$7,990 ",Black,–,Rear-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.0L I6 24V MPFI DOHC,None reported,No,No
2014 BMW i3 Base,"1543 Ogden Ave Downers Grove, IL 60515","92,202 mi.","$7,777 $1,111 price drop",White,Tera Dalbergia Brown,Rear-wheel Drive,1-Speed Automatic,Electric,WBY1Z2C53EV284164,D-1667,None reported,No,No
2014 Ford Focus SE,"1233 Ogden Ave Downers Grove, IL 60515","102,539 mi.","$6,999 $491 price drop",White,Black,Front-wheel Drive,37–37,E85 Flex Fuel,Automatic 6-Speed,2.0L I4,At least 1 accident or damage reported,No,No
2024 Honda Civic EX-L,"4475 Lincoln Ave Lisle, IL 60532",5 mi.,"$29,745 MSRP $29,745",Gray,Black,FWD,31–39,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,,,
2023 Subaru Crosstrek Limited,"18800 South Oak Park Ave Tinley Park, IL 60477","22,264 mi.","$29,998 ",Magnetite Gray Metallic,Black,All-wheel Drive,27–34,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,None reported,Yes,Yes
2018 Cadillac XT5 Luxury,"2110 Ogden Ave Lisle, IL 60532","37,665 mi.","$23,673 $300 price drop",Radiant Silver Metallic,Cirrus,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,None reported,No,No
2024 Chevrolet Silverado 1500 RST,"9700 Indianapolis Blvd Highland, IN 46322",3 mi.,"$56,664 $6,291 price drop",Black,Jet Black,Four-wheel Drive,15–20,Gasoline,Automatic,"TurboMax 2.7L I-4 gasoline direct injection, DOHC, variable valv",,,
2019 RAM ProMaster 1500 Base,"6N509 Virginia Road Roselle, IL 60172","40,401 mi.","$19,995 ",Bright White Clearcoat,Black,Front-wheel Drive,0–0,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",At least 1 accident or damage reported,No,No
2006 Pontiac G6 GT,"19915 South La Grange Road Frankfort, IL 60423","62,690 mi.","$9,900 ",Crimson Red,Light Taupe,Front-wheel Drive,21–29,Gasoline,4-Speed Automatic with Overdrive,3.5L V6 SFI,At least 1 accident or damage reported,Yes,No
2021 Dodge Challenger SRT Hellcat,"1565 West Ogden Avenue Naperville, IL 60540","7,439 mi.","$60,477 $1,000 price drop",Indigo Blue,Ruby Red/Black,Rear-wheel Drive,13–22,Gasoline,Automatic,"HEMI 6.2L V-8 intercooled supercharger, premium unleaded, engine",None reported,Yes,No
2024 Lincoln Nautilus Premiere,"1564 West Ogden Avenue Naperville, IL 60540",9 mi.,"$56,260 MSRP $57,260",White Platinum Tri-Coat Metallic,Black Onyx,All-wheel Drive,–,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 BMW 330 i xDrive,,,,,,,,,,,,,
2011 Ford E250 Cargo,,"145,189 mi.","$9,995 ",,,,,,,,,,
2024 Subaru Outback Limited XT,,,,,,,,,,,,,
2004 Jaguar XJ8 Base,,,,,,,,,,,,,
2024 Honda HR-V EX-L,"5901 South La Grange Road Countryside, IL 60525",5 mi.,"$31,550 ",Lunar Silver Metallic,Gray,All-wheel Drive,25–30,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,,,
2024 Mazda CX-90 Preferred Plus,"740 N York Rd Elmhurst, IL 60126","3,308 mi.","$40,900 $500 price drop",Rhodium White Metallic,Black,All-wheel Drive,24–28,Gasoline,8-Speed Automatic,3.3L,None reported,No,No
2023 Chevrolet Blazer RS,"300 Roosevelt Rd Glen Ellyn, IL 60137","24,266 mi.","$39,995 $405 price drop",Iridescent Pearl Tricoat,Jet Black/Red Accents,All-wheel Drive,19–26,Gasoline,9-Speed Automatic with Overdrive,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",None reported,Yes,No
2024 Chevrolet Silverado 1500 LT,,,,,,,,,,,,,
1991 Dodge Stealth R/T Turbo,"22W231 North Ave Glen Ellyn, IL 60137","1,200 mi.","$49,995 ",Pearl White,Red,All-wheel Drive,–,Gasoline,5-Speed Manual,3.0L V6 24V DOHC Twin Turbo,None reported,No,No
2024 BMW 760 760i xDrive,"11030 W 159th St Orland Park, IL 60467",6 mi.,"$145,360 ",Aventurin Red Metallic,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,,,
2024 Volvo XC40 Recharge Pure Electric Twin Core,,5 mi.,"$57,300 MSRP $57,300",,,,,,,,,,
2023 Ford F-150 Lariat,,,,,,,,,,,,,
2016 Mercedes-Benz AMG SL AMG SL 63,"27w110 North Ave West Chicago, IL 60185","49,318 mi.","$66,800 ",designo Diamond White Metallic,Black,Rear-wheel Drive,16–25,Gasoline,7-Speed Double Clutch,5.5L Twin Turbo V8 577hp 664ft. lbs.,At least 1 accident or damage reported,No,No
2024 Acura MDX Technology Package,"1149 West Golf Road Hoffman Estates, IL 60169",11 mi.,"$59,000 MSRP $59,000",Liquid Carbon Metallic,Espresso,All-wheel Drive,19–25,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",,,
2024 Jeep Wrangler 4-Door Sahara 4x4,,50 mi.,"$56,335 MSRP $60,835",,,,,,,,,,
2024 Ford Ranger XLT,,,,,,,,,,,,,
2024 Lincoln Nautilus Premiere,"1564 West Ogden Avenue Naperville, IL 60540",16 mi.,"$60,455 MSRP $61,455",Diamond Red,Truffle,All-wheel Drive,–,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2023 Audi Q5 Sportback S line Premium w/ Convenience,"1523 W North Ave Chicago, IL 60642","12,817 mi.","$39,793 $1,051 price drop",Daytona Gray Pearl Effect,Black,All-wheel Drive,22–29,Gasoline,Automatic,2.0L 4-Cyl Engine,At least 1 accident or damage reported,Yes,No
2004 INFINITI G35 Base,"Yug from Chicago, IL 60614","47,600 mi.","$19,500 ",Gray,Black,Rear-wheel Drive,Gasoline,6-Speed M/T,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,JNKCV54E04M805673,None reported,Yes,No
2021 Chrysler Pacifica Hybrid Touring L,"5859 South La Grange Road Countryside, IL 60525","68,829 mi.","$23,998 $236 price drop",Velvet Red Pearlcoat,Alloy,Front-wheel Drive,–,Hybrid,Automatic CVT,3.6L V6 24V MPFI DOHC Hybrid,None reported,Yes,No
2024 Nissan Pathfinder Rock Creek,,,,,,,,,,,,,
2024 Volvo S90 Recharge Plug-In Hybrid T8 Plus,"770 Frontage Rd Northfield, IL 60093",0 mi.,"$69,275 MSRP $69,275",Crystal White,Charcoal,All-wheel Drive,–,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,,,
2009 Dodge Caliber SXT,"17W434 East Roosevelt Rd Oakbrook Terrace, IL 60181","74,153 mi.","$6,490 $200 price drop",Deep Water Blue Pearlcoat,Dark Slate Gray,Front-wheel Drive,23–27,Gasoline,Automatic,"2L I-4 DOHC, variable valve control, regular unleaded, engine wi",None reported,Yes,No
2015 BMW 328d xDrive,"3160 Commercial Ave Northbrook, IL 60062","105,130 mi.","$18,495 $500 price drop",Black,Brown,All-wheel Drive,31–43,Diesel,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,None reported,No,No
2006 Nissan 350Z,"454 East North Avenue Lombard, IL 60148","127,487 mi.","$10,595 ",Silverstone Metallic,Carbon,Rear-wheel Drive,19–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,At least 1 accident or damage reported,No,No
2024 Genesis G90 3.5T e-SC,"1866 Ogden Avenue Downers Grove, IL 60515",2 mi.,"$101,605 MSRP $101,605",Uyuni White,Black,AWD,17–24,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,,,
2023 Mazda CX-50 2.5 S Premium Plus Package,"2020 Ogden Avenue Downers Grove, IL 60515","10,837 mi.","$31,195 $200 price drop",Polymetal Gray Metallic,Black,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,None reported,Yes,No
2024 Chevrolet Silverado 1500 LT,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$44,704 $500 price drop",Lakeshore Blue Metallic,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2024 Lincoln Nautilus Reserve,,,,,,,,,,,,,
2019 BMW X1 xDrive28i,"250 E Golf Rd Schaumburg, IL 60173","43,404 mi.","$24,998 $1,000 price drop",Silver,Black,All-wheel Drive,22–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2024 Jeep Grand Cherokee Altitude,"1155 W Dundee Rd Arlington Heights, IL 60004",12 mi.,"$40,142 MSRP $49,575 $9,433 price drop",Bright White Clearcoat,Global Black,Four-wheel Drive,19–26,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",,,
2005 Dodge Neon SRT-4 Sedan 4D,,,,,,,,,,,,,
2017 Mercedes-Benz AMG CLA 45 AMG CLA 45 4MATIC,,,,,,,,,,,,,
2020 Mercedes-Benz GLE 350 Base 4MATIC,"1349 Indianapolis Blvd Schererville, IN 46375","32,902 mi.","$44,606 $200 price drop",Gray Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported,Yes,Yes
2023 Ford Bronco,"330 E Roosevelt Rd West Chicago, IL 60185",10 mi.,"$47,545 MSRP $45,475",Carbonized Gray Metallic,Gray,Four-wheel Drive,–,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,,,
2023 Ford Bronco,"330 E Roosevelt Rd West Chicago, IL 60185",10 mi.,"$57,910 MSRP $55,607",Oxford White,Dark Gray,Four-wheel Drive,–,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,,,
2006 Toyota Highlander Hybrid Limited,"5050 Dempster Street Skokie, IL 60077","122,848 mi.","$8,495 ",Millennium Silver Metallic,Tan,All-wheel Drive,31–25,Hybrid,Automatic,"3.3L V-6 DOHC, variable valve control, regular unleaded, engine",At least 1 accident or damage reported,Yes,No
2020 Audi Q5 45 Premium Plus,"200 W Grand Ave Elmhurst, IL 60126","25,318 mi.","$28,293 $200 price drop",Glacier White Metallic,Black,All-wheel Drive,22–28,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",None reported,No,No
2024 Volvo XC90 B6 Plus Bright Theme 6-Seater,"770 Frontage Rd Northfield, IL 60093",0 mi.,"$67,915 MSRP $67,915",Denim Blue,Blond,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Mercedes-Benz GLE 350 Base 4MATIC,,,,,,,,,,,,,
2020 INFINITI QX50 ESSENTIAL,"415 Ogden Ave Clarendon Hills, IL 60514","11,944 mi.","$32,423 ",Graphite Shadow,Graphite,All-wheel Drive,22–28,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2015 GMC Sierra 1500 Base,"2000 Frontage Rd Glencoe, IL 60022","83,346 mi.","$24,998 $1,000 price drop",Black,Gray,Four-wheel Drive,17–22,E85 Flex Fuel,6-Speed Automatic,4.3L V6 12V GDI OHV Flexible Fuel,None reported,Yes,No
2016 BMW X1 xDrive 28i,"3160 Commercial Ave Northbrook, IL 60062","55,317 mi.","$18,495 $500 price drop",Blue,Black,All-wheel Drive,22–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported,Yes,No
2012 Ford Shelby GT500 Base,"870 S Fiene Dr. Addison, IL 60101","40,858 mi.","$41,985 ",Red,Black,Rear-wheel Drive,15–23,Gasoline,6-Speed Manual,5.4L V8 32V MPFI DOHC Supercharged,None reported,No,No
2024 Nissan Sentra SR,"8550 W 159th St Orland Park, IL 60462",9 mi.,"$24,997 ",Gun Metallic,Sport,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,,,
2010 Ford Shelby GT500 Base,"22W231 North Ave Glen Ellyn, IL 60137","10,190 mi.","$47,995 $2,000 price drop",Black,Charcoal Black / Silver,Rear-wheel Drive,14–22,Gasoline,6-Speed Manual,5.4L V8 32V MPFI DOHC Supercharged,None reported,Yes,No
2024 Chevrolet Corvette Stingray w/2LT,,4 mi.,"$104,300 ",,,,,,,,,,
2016 Aston Martin Vanquish Carbon,,,,,,,,,,,,,
2012 Ford Shelby GT500 Base,"1600 Hicks Rd Rolling Meadows, IL 60008","18,450 mi.","$39,900 ",SILVER,BLACK,Rear-wheel Drive,15–23,Gasoline,"Manual, 6-Spd","V8, Supercharged, 5.4 Liter",At least 1 accident or damage reported,No,No
2018 Chrysler Pacifica Limited,"1515 W Ogden Ave Naperville, IL 60540","102,401 mi.","$18,504 $904 price drop",Billet Silver Metallic Clearcoat,Black,Front-wheel Drive,19–28,E85 Flex Fuel,9-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,None reported,No,No
2020 Jaguar F-PACE S P380 AWD Automatic,"1559 West Ogden Avenue Naperville, IL 60540","27,094 mi.","$37,989 $1,005 price drop",–,–,All-wheel Drive,18–23.0,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,",None reported,Yes,No
2023 Ferrari 296 GTB Base,,638 mi.,"$449,900 ",,,,,,,,,,
2024 Land Rover Defender 110 P400 X-Dynamic SE,"1559 West Ogden Avenue Naperville, IL 60540",10 mi.,"$85,988 MSRP $85,988",Gondwana Stone Metallic,Ebony,Four-wheel Drive,18–23.0,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,",,,
2020 Mercedes-Benz GLE 350 Base 4MATIC,"1565 West Ogden Avenue Naperville, IL 60540","26,142 mi.","$38,977 $500 price drop",Iridium Silver Metallic,Black,All-wheel Drive,19–26,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",At least 1 accident or damage reported,No,No
2024 Cadillac XT6 Sport AWD,,,,,,,,,,,,,
2008 Lexus LS 600h L Base,,,,,,,,,,,,,
1991 Dodge Stealth R/T,,,,,,,,,,,,,
2005 Dodge Neon SRT-4,"594 W Lake St Elmhurst, IL 60126","90,119 mi.","$13,995 $1,000 price drop",Red,Black,Front-wheel Drive,22–30,Gasoline,5-Speed Manual,2.4L I4 16V MPFI DOHC Turbo,At least 1 accident or damage reported,No,No
2021 Lincoln Aviator Reserve AWD,"1610 N Waukegan Rd Glenview, IL 60025","26,708 mi.","$49,782 $347 price drop",Black,Ebony,All-wheel Drive,17–24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported,Yes,Yes
2024 Tesla Model Y Long Range Dual Motor All-Wheel Drive,,19 mi.,"$46,990 $1,500 price drop",Stealth Grey,All Black Premium Interior,All-wheel Drive,Automatic,Electric,,,,,
2014 Porsche Boxster S,,"18,941 mi.","$56,888 ",,,,,,,,,,
2023 Chevrolet Colorado Z71,,,,,,,,,,,,,
2016 Audi A4 2.0T Premium,"17225 Torrence Ave Lansing, IL 60438","69,053 mi.","$12,800 ",White,Beige / Brown,All-wheel Drive,21–30,E85 Flex Fuel,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,At least 1 accident or damage reported,No,No
2024 Honda CR-V Hybrid Sport Touring,"17220 Torrence Ave Lansing, IL 60438",6 mi.,"$42,005 ",Radiant Red Metallic,Black,All-wheel Drive,40–34,Hybrid,eCVT,2.0L I4 DOHC 16V,,,
2024 Audi Q8 55 Premium Plus,,,,,,,,,,,,,
2009 Buick LaCrosse CXL,,,,,,,,,,,,,
2010 Ford Shelby GT500 Base,"1600 Hicks Rd Rolling Meadows, IL 60008","57,635 mi.","$34,990 ",Blue,Black,Rear-wheel Drive,14–22,Gasoline,"Manual, 6-Spd w/Overdrive","V8, Supercharged, 5.4L",None reported,No,No
2024 Mazda CX-50 2.5 S Select Package,"110 W. Golf Rd Schaumburg, IL 60195",55 mi.,"$31,095 MSRP $31,785 $690 price drop",Ingot Blue Metallic,Black W/ Gray,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,,,
2023 Subaru Ascent Touring 7-Passenger,"1911 N Rand Rd Palatine, IL 60074","4,201 mi.","$50,612 ",Crystal White Pearl,Black,All-wheel Drive,19–25,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,,,
2011 Lexus IS 250C Base,"Tim from Naperville, IL 60540","88,600 mi.","$15,250 ",Gray,Black,Rear-wheel Drive,Gasoline,A/T,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,JTHFF2C28B2515125,None reported,Yes,No
2024 Land Rover Defender 110 P300,"1559 West Ogden Avenue Naperville, IL 60540",8 mi.,"$77,318 MSRP $77,318",Santorini Black Metallic,Vintage Tan,Four-wheel Drive,17–20.0,Gasoline,Automatic,"Ingenium 2L I-4 gasoline direct injection, DOHC, variable valve",,,
2021 Audi A7 e 55 quattro Premium Plus,"1527 Aurora Ave Naperville, IL 60540","21,817 mi.","$50,991 ",Mythos Black Metallic,Black,All-wheel Drive,–,Hybrid,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Hybrid,,,
2024 Subaru Forester Limited,"2379 Aurora Avenue Naperville, IL 60540",7 mi.,"Not Priced MSRP $37,860",Horizon Blue Pearl,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,,,
2024 Hyundai Kona EV SEL,"9121 S Cicero Ave Oak Lawn, IL 60453",13 mi.,"$38,490 MSRP $38,490",Abyss Black Pearl,Black,Front-wheel Drive,Automatic,Electric,KM8HC3A65RU005775,25765,,,
2020 Hyundai Palisade SEL,,,,,,,,,,,,,
2020 Cadillac CT6 Luxury,"6201 South La Grange Road Hodgkins, IL 60525","31,186 mi.","$37,299 ",Red Horizon Tintcoat,Shara Beige,All-wheel Drive,18–27,Gasoline,10-Speed Automatic,3.6L V6 24V GDI DOHC,None reported,Yes,No
2024 Aston Martin DB12 Base,,,,,,,,,,,,,
2012 Dodge Caliber SXT,"17W434 East Roosevelt Rd Oakbrook Terrace, IL 60181","93,277 mi.","$6,990 ",Tungsten Metallic Clearcoat,Dark Slate Gray,Front-wheel Drive,23–27,Gasoline,Automatic,"2L I-4 DOHC, variable valve control, regular unleaded, engine wi",At least 1 accident or damage reported,Yes,Yes
2023 Ford F-150 XL,"7301 Kingery Hwy Willowbrook, IL 60527",8 mi.,"$46,252 MSRP $52,425 $500 price drop",Iconic Silver Metallic,Black,Four-wheel Drive,22,–,10-Speed Automatic,5.0L V8 32V PDI DOHC,,,
